"agecat_cdc","sex_cdc","year_cdc","allcause","sncause","smncause","cardcause","pulcause","extcause","othcause"
2,2,2017,0.229343772983252,0.0252547363206823,0.0219216239128765,0.0071790113398894,0.0149990058351261,0.08678911923402,0.0951219002535345
3,2,1975,0.253318851074101,0.0428433502293024,0.0397055273956071,0.00748250060342747,0.0123099203475742,0.119840695148443,0.0708423847453535
3,2,1976,0.253318851074101,0.0428433502293024,0.0397055273956071,0.00748250060342747,0.0123099203475742,0.119840695148443,0.0708423847453535
3,2,1977,0.253318851074101,0.0428433502293024,0.0397055273956071,0.00748250060342747,0.0123099203475742,0.119840695148443,0.0708423847453535
3,2,1978,0.253318851074101,0.0428433502293024,0.0397055273956071,0.00748250060342747,0.0123099203475742,0.119840695148443,0.0708423847453535
3,2,1979,0.253318851074101,0.0428433502293024,0.0397055273956071,0.00748250060342747,0.0123099203475742,0.119840695148443,0.0708423847453535
3,2,1980,0.255609814436587,0.0416621941075934,0.0379861181569234,0.00943526160671967,0.0115183713120993,0.116409071771217,0.0765849156389584
3,2,1981,0.235799275420691,0.0425713286435194,0.0392573928808502,0.00853975754226288,0.0104516435591874,0.107575453218953,0.0666610924567684
3,2,1982,0.234623557540016,0.0403018583520596,0.0368364119332519,0.0105246891237863,0.00962624005224353,0.107813888585128,0.0663568814267988
3,2,1983,0.22041595438832,0.0404585162368832,0.0377782990729256,0.00893405721319188,0.00880642782443199,0.0976364824013112,0.0645804707125013
3,2,1984,0.208159083698761,0.0336064062838964,0.0303460832862049,0.00953017491632883,0.01141113049192,0.0922922202423423,0.0613191517642737
3,2,1985,0.213599661878372,0.034903512067582,0.0320768191888694,0.00909457708803194,0.00970907553992599,0.0993029498260786,0.0605895473567533
3,2,1986,0.197057034055648,0.0355780784890745,0.0319843331871478,0.00838540570449567,0.00994269533533058,0.0902030070783605,0.052947847448387
3,2,1987,0.195608592962132,0.0316028297338219,0.0298405901575865,0.00751888885860448,0.00798881941226726,0.0931637322636461,0.0553343226937923
3,2,1988,0.205632152795646,0.0302162782010427,0.0271023869360498,0.00761173420331611,0.00715041697887271,0.0979145808881117,0.0627391425243024
3,2,1989,0.206142238373143,0.0355575352934263,0.0331565441642882,0.00640264301103495,0.00788897085288236,0.0964969768091697,0.05979611240663
3,2,1990,0.185396672197895,0.0312402480725619,0.0278322210101006,0.00670245322284055,0.00817926494990711,0.0834966630303018,0.0557780429222832
3,2,1991,0.183141746219563,0.0300379363444571,0.0282446267119522,0.00672491112189339,0.00806989334627206,0.0771123141977108,0.0611966912092298
3,2,1992,0.167648190494592,0.0297942407510283,0.0265702370876708,0.00633683478659931,0.00700387002729397,0.0717062883746764,0.0528069565549943
3,2,1993,0.188454745806964,0.030328577167768,0.028240740333755,0.00802168888857632,0.00901066423100354,0.0787883689467017,0.0623054465729147
3,2,1994,0.168129117130418,0.0281112745490321,0.0257417418284241,0.00700089212906931,0.00570841973601036,0.0729169841750757,0.0543915465412308
3,2,1995,0.165313147698336,0.0266736137548973,0.0236161639569051,0.00579861168584724,0.00695833402301669,0.0709539211740945,0.0549286670604803
3,2,1996,0.163021451972229,0.0250722866007922,0.0226991895151206,0.00722246939117472,0.00784153819613255,0.073978722192461,0.0489064355916687
3,2,1997,0.161854611060841,0.0285268751994732,0.0259978969016475,0.00617070704669455,0.00789041228921598,0.0694963236242485,0.0497702929012085
3,2,1998,0.149102546575558,0.0229849770190204,0.0207864139998097,0.0056962769134094,0.00999346826913929,0.0678556495474557,0.0425721748265334
3,2,1999,0.150209626984732,0.0262618155787875,0.022879612057277,0.0049738287081037,0.00616754759804859,0.065853492095293,0.0469529430044989
3,2,2000,0.139932983770168,0.0249346015271147,0.0219424493438609,0.00418901305655527,0.00608404277261598,0.0641317951277389,0.0405935312861426
3,2,2001,0.138760529191619,0.0270207179831411,0.0243795951727589,0.00558699056042391,0.00568857220697707,0.057698375242196,0.0427658731988812
3,2,2002,0.135673809645315,0.0270110472090217,0.0247429440082641,0.00536097120179057,0.00659811840220377,0.057011866819042,0.0396918060132571
3,2,2003,0.131298149395376,0.0250489315221703,0.0232746322060166,0.00500978630443407,0.00647097397656067,0.053124608936603,0.0416438486556082
3,2,2004,0.130797620304084,0.0256754781610591,0.0234657034012958,0.00526136847562687,0.00484045899757672,0.0542973226684693,0.040722992001352
3,2,2005,0.135213586801634,0.0256494157633076,0.0234327995862316,0.00591097647220258,0.0069665079850959,0.0539376603088485,0.0427490262721794
3,2,2006,0.123911937544197,0.022500900820948,0.02103572588377,0.00429086945887845,0.00638397651198989,0.0531649191490306,0.0375712716033504
3,2,2007,0.123642692120465,0.0254131372227466,0.0233385954086448,0.00487517326313914,0.00684598798653581,0.0492703680849168,0.0372380255631265
3,2,2008,0.113453491454264,0.0265682226823278,0.0236959823923464,0.00451352045568503,0.00400062040390264,0.0405191040908087,0.0378520238215403
3,2,2009,0.113927004082334,0.0231904746087595,0.0214689109915153,0.00597483843631794,0.00951923411887944,0.0385832787158837,0.0366591782024931
3,2,2010,0.100913553834971,0.0220905291977051,0.020082299270641,0.00341399087600897,0.00562304379577948,0.034742377738209,0.0350436122272686
3,2,2011,0.107638093593684,0.02190952792103,0.0197989770662519,0.00542713076942945,0.00693466709427097,0.0364823790611647,0.0368843887477891
3,2,2012,0.10123455237106,0.0209657356981485,0.0185696516183601,0.0033944524463669,0.00668906805607595,0.0362407717067996,0.033944524463669
